Nama_Obat,Zat_Aktif
COPARCETIN (RASA ORANGE),PSEUDOEPHEDRINE HYDROCHLORIDE
FINOS JUNIOR,PSEUDOEPHEDRINE HYDROCHLORIDE
FINOS JUNIOR,CHLORPHENAMINE MALEATE
LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE
IKAFLAM,MOMETASONE FUROATE
FLUGESIC PE,PARACETAMOL
FLUGESIC PE,CHLORPHENAMINE MALEATE
FLUGESIC PE,PHENYLEPHRINE HYDROCHLORIDE
FLUGESIC PE,DEXTROMETHORPHAN HYDROBROMIDE
MONTELUKAST SODIUM,MONTELUKAST SODIUM
NORPHAGEN,GLYCINE
NORPHAGEN,MONOAMMONIUM GLYCYRRHIZINATE
NORPHAGEN,L-CYSTEINE HYDROCHLORIDE MONOHYDRATE
LAUROMACROGOL 400,LAUROMACROGOL 400
NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE
VASOLA,FONDAPARINUX SODIUM
V-C 1000,ASCORBIC ACID
ARGIPRESSIN,ARGIPRESSIN
V-C 500,ASCORBIC ACID
GAMEXA,ZOLEDRONIC ACID MONOHYDRATE
SUGAMMADEX SODIUM,SUGAMMADEX SODIUM
GAMMADEX,SUGAMMADEX SODIUM
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE
DEXMETO,DEXMEDETOMIDINE HYDROCHLORIDE
FARTISON,HYDROCORTISONE
HYDROCORTISONE,HYDROCORTISONE
ROCUFAR,ROCURONIUM BROMIDE
ESOFIN,KOMBINASI-ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED
GANION,GRANISETRON HYDROCHLORIDE
SOLFION,PHOSPHATE BUFFER 3% LYOPHILLIZED
FERTION,CLOMIFENE CITRATE
VITAFION-C,ASCORBIC ACID
DEXTO,DEXKETOPROFEN TROMETAMOL
FIPROL,PROPOFOL
SYTIN,NYSTATIN
VOMIPER,DOMPERIDONE
GOXO,OXOMEMAZINE
GOXO,GUAIFENESIN
OSERIN,DIACEREIN
SOLFION 16,METHYLPREDNISOLONE
PEDIALON 2.5%,SODIUM CHLORIDE
PEDIALON 2.5%,CALCIUM CHLORIDE DIHYDRATE
PEDIALON 2.5%,DEXTROSE ANHYDRATE
PEDIALON 2.5%,KOMBINASI-SODIUM LACTATE 50 SOLUTION
PEDIALON 2.5%,MAGNESIUM CHLORIDE HEXAHYDRATE
PEDIALON 1.5%,SODIUM CHLORIDE
PEDIALON 1.5%,CALCIUM CHLORIDE DIHYDRATE
PEDIALON 1.5%,DEXTROSE ANHYDRATE
PEDIALON 1.5%,KOMBINASI-SODIUM LACTATE 50 SOLUTION
PEDIALON 1.5%,MAGNESIUM CHLORIDE HEXAHYDRATE
ERTIX,ERDOSTEINE
BUPION SPINAL HEAVY,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE
BUPION SPINAL HEAVY,DEXTROSE ANHYDRATE
INFUXACIN,CIPROFLOXACIN LACTATE
THIAMINE HYDROCHLORIDE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN,THIAMINE HYDROCHLORIDE
THIAMINE HYDROCHLORIDE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN,PYRIDOXINE HYDROCHLORIDE
THIAMINE HYDROCHLORIDE/PYRIDOXINE HYDROCHLORIDE/CYANOCOBALAMIN,CYANOCOBALAMIN
WATER FOR INJECTION.,WATER FOR INJECTION
PYCOSTEIN,ACETYL CYSTEINE
TERBUTALINE SULFATE,TERBUTALINE SULFATE
PYRICIN,COLCHICINE
MEBHYDROLINE NAPADISILATE,MEBHYDROLIN NAPADISILATE
PYRILEP,VALPROIC ACID
D3-5000,CHOLECALCIFEROL
CHILKOF,PARACETAMOL
CHILKOF,GUAIFENESIN
CHILKOF,CHLORPHENAMINE MALEATE
CELESTIK,BETAMETHASONE
CELESTIK,DEXCHLORPHENIRAMINE MALEATE
LEMARA,LETROZOLE
STERAZOL,ANASTROZOLE
BRONCHITIN,PSEUDOEPHEDRINE HYDROCHLORIDE
BRONCHITIN,TRIPROLIDINE HYDROCHLORIDE
BRONCHITIN FLU,PARACETAMOL
BRONCHITIN FLU,CHLORPHENAMINE MALEATE
BRONCHITIN FLU,PSEUDOEPHEDRINE HYDROCHLORIDE
VIMOXYL 500,AMOXICILLIN TRIHYDRATE
NEO ULTRADIN,CHLORPHENAMINE MALEATE
NEO ULTRADIN,DEXTROMETHORPHAN HYDROBROMIDE
NEO ULTRADIN,PHENYLEPHRINE HYDROCHLORIDE
ULTRAFLU PE,PARACETAMOL
ULTRAFLU PE,PHENYLEPHRINE HYDROCHLORIDE
ULTRAFLU PE,CHLORPHENAMINE MALEATE
ULTRAFLU,PARACETAMOL
ULTRAFLU,PHENYLPROPANOLAMINE HYDROCHLORIDE
ULTRAFLU,CHLORPHENAMINE MALEATE
ULTRAFLU FLU & BATUK,PARACETAMOL
ULTRAFLU FLU & BATUK,DEXTROMETHORPHAN HYDROBROMIDE
ULTRAFLU FLU & BATUK,PHENYLPROPANOLAMINE HYDROCHLORIDE
ULTRAFLU FLU & BATUK,CHLORPHENAMINE MALEATE
DOCEHOPE 80,DOCETAXEL
PACLIHOPE 300,PACLITAXEL
DOCEHOPE 20,DOCETAXEL
PACLIHOPE 30,PACLITAXEL
FLUCADEX PE FLU & BATUK TIDAK BERDAHAK,PARACETAMOL
FLUCADEX PE FLU & BATUK TIDAK BERDAHAK,DEXTROMETHORPHAN HYDROBROMIDE
FLUCADEX PE FLU & BATUK TIDAK BERDAHAK,PHENYLEPHRINE HYDROCHLORIDE
FLUCADEX PE FLU & BATUK BERDAHAK,PARACETAMOL
FLUCADEX PE FLU & BATUK BERDAHAK,GUAIFENESIN
FLUCADEX PE FLU & BATUK BERDAHAK,PHENYLEPHRINE HYDROCHLORIDE
PROTIFED PE,TRIPROLIDINE HYDROCHLORIDE
PROTIFED PE,PHENYLEPHRINE HYDROCHLORIDE
GRAFAZOL,METRONIDAZOLE BENZOATE
MUCOGRA,ERDOSTEINE
TIMOLOL MALEATE,TIMOLOL MALEATE
VISION BLU EXTRA,TETRAHYDROZOLINE HYDROCHLORIDE
VISION BLU EXTRA,MACROGOL 400
XIFLOX,MOXIFLOXACIN HYDROCHLORIDE
CENDO LFX,LEVOFLOXACIN HEMIHYDRATE
RINGER ACETATE,CALCIUM CHLORIDE DIHYDRATE
RINGER ACETATE,POTASSIUM CHLORIDE
RINGER ACETATE,SODIUM CHLORIDE
RINGER ACETATE,SODIUM ACETATE TRIHYDRATE
STERILE WATER FOR INJECTION,WATER FOR INJECTION
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
MAGNESIUM SULFATE HEPTAHYDRATE,MAGNESIUM SULFATE HEPTAHYDRATE
PARAFUSION,PARACETAMOL
RENOSTERIL,HISTIDINE
RENOSTERIL,TYROSINE
RENOSTERIL,TRYPTOPHAN
RENOSTERIL,THREONINE
RENOSTERIL,LYSINE ACETATE
RENOSTERIL,ALPHA-KETO-PHENYLALANINE CALCIUM
RENOSTERIL,ALPHA-KETO-LEUCINE CALCIUM
RENOSTERIL,ALPHA-KETO-VALINE CALCIUM
RENOSTERIL,ALPHA-HYDROXY METHIONINE CALCIUM
RENOSTERIL,ALPHA-KETO-ISOLEUCIN CALCIUM
LANTAMICIN,GENTAMICIN SULFATE
LANTAMICIN-B,BETAMETHASONE DIPROPIONATE
LANTAMICIN-B,GENTAMICIN SULFATE
LANTICORT,MOMETASONE FUROATE
OB COMBI ANTITUSSIVE,DEXTROMETHORPHAN HYDROBROMIDE
OB COMBI ANTITUSSIVE,DIPHENHYDRAMINE HYDROCHLORIDE
OBH COMBI BATUK + FLU RASA MADU,SUCCUS LIQUIRITIAE
OBH COMBI BATUK + FLU RASA MADU,PARACETAMOL
OBH COMBI BATUK + FLU RASA MADU,AMMONIUM CHLORIDE
OBH COMBI BATUK + FLU RASA MADU,PSEUDOEPHEDRINE HYDROCHLORIDE
OBH COMBI BATUK + FLU RASA MADU,CHLORPHENAMINE MALEATE
COMTUSI PILEK DAN ALERGI,PSEUDOEPHEDRINE HYDROCHLORIDE
COMTUSI PILEK DAN ALERGI,TRIPROLIDINE HYDROCHLORIDE
VALPROIC ACID,SODIUM VALPROATE
INTERMO,PARACETAMOL
MYCENTA,PLACENTA EXTRACT
MYCENTA,NEOMYCIN SULFATE
VALEPSI,SODIUM VALPROATE
IMBROXOL,AMBROXOL HYDROCHLORIDE
VOMETIN,DOMPERIDONE
INASMA,SALBUTAMOL SULFATE
INASON,METHYLPREDNISOLONE
INASTAN,MEFENAMIC ACID
INAMETA,MOMETASONE FUROATE
CETIRIZINE DIHYDROCHLORIDE,CETIRIZINE HYDROCHLORIDE
NEURALGIN RX,METAMIZOLE SODIUM
NOCID,LYSINE ACETATE
NOCID,THREONINE
NOCID,HISTIDINE
NOCID,TYROSINE
NOCID,TRYPTOPHAN
NOCID,ALPHA-KETO-ISOLEUCIN CALCIUM
NOCID,ALPHA-KETO-LEUCINE CALCIUM
NOCID,ALPHA-KETO-PHENYLALANINE CALCIUM
NOCID,ALPHA-KETO-VALINE CALCIUM
NOCID,ALPHA-HYDROXY METHIONINE CALCIUM
VITAZYM PLUS,SIMETHICONE
VITAZYM PLUS,KOMBINASI-PANCREATIN
PROCOLD ALLERGY,CETIRIZINE HYDROCHLORIDE
OBAT SAKIT KEPALA CAP BADAK,PARACETAMOL
OBAT SAKIT KEPALA CAP BADAK,ACETYLSALICYLIC ACID
OBAT SAKIT KEPALA CAP BADAK,CAFFEINE
AHEP,ARGININE
AMINO L600,SODIUM HYDROXIDE
AMINO L600,SORBITOL
AMINO L600,XYLITOL
AMINO L600,ALANINE
AMINO L600,ARGININE
AMINO L600,GLUTAMIC ACID
AMINO L600,GLYCINE
AMINO L600,HISTIDINE
AMINO L600,ISOLEUCINE
AMINO L600,LEUCINE
AMINO L600,LYSINE HYDROCHLORIDE
AMINO L600,METHIONINE
AMINO L600,PROLINE
AMINO L600,PHENYLALANINE
AMINO L600,THREONINE
AMINO L600,VALINE
AMINO L600,MALIC ACID
AMINO L600,MAGNESIUM ACETATE TETRAHYDRATE
AMINO L600,INOSITOL
AMINO L600,NICOTINAMIDE
AMINO L600,TRYPTOPHAN
AMINO L600,POTASSIUM HYDROXIDE
AMINO L600,ASCORBIC ACID
AMINO L600,PYRIDOXINE HYDROCHLORIDE
AMINO L600,RIBOFLAVIN SODIUM PHOSPHATE
RMT,DEXTROSE MONOHYDRATE
RMT,SODIUM CHLORIDE
RMT,POTASSIUM CHLORIDE
RMT,SODIUM LACTATE
TUSSELIX BP,TRIPROLIDINE HYDROCHLORIDE
TUSSELIX BP,PSEUDOEPHEDRINE HYDROCHLORIDE
TUSSELIX BP,GUAIFENESIN
METASON,PREDNISONE
IRGAFEN,IBUPROFEN
IRGAFEN FORTE,IBUPROFEN
CHE TEM,CHLORPHENAMINE MALEATE
OMESOLVON,BROMHEXINE HYDROCHLORIDE
TUSSELIX,PSEUDOEPHEDRINE HYDROCHLORIDE
TUSSELIX,TRIPROLIDINE HYDROCHLORIDE
IMORFOZ,ONDANSETRON HYDROCHLORIDE
EMETON,DOMPERIDONE MALEATE
PREDOL,PREDNISOLONE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,PARACETAMOL
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,CHLORPHENAMINE MALEATE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,AMMONIUM CHLORIDE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,SUCCUS LIQUIRITIAE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK RASA STRAWBERRY,PHENYLEPHRINE HYDROCHLORIDE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),PARACETAMOL
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),CHLORPHENAMINE MALEATE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),PHENYLEPHRINE HYDROCHLORIDE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),SUCCUS LIQUIRITIAE
NELLCO SPECIAL OBH PE UNTUK ANAK-ANAK (RASA JERUK),AMMONIUM CHLORIDE
FOROTIC,OFLOXACIN
VANCOMYCIN HCL,KOMBINASI-VANCOMYCIN HYDROCHLORIDE STERILE LYOPHILLIZED POWDER
SPASMINAL,HYOSCINE BUTYLBROMIDE
SPASMINAL,PARACETAMOL
MIXADIN,GUAIFENESIN
MIXADIN,DEXTROMETHORPHAN HYDROBROMIDE
MIXADIN,DEXCHLORPHENIRAMINE MALEATE
EQINON LITE,HYDROQUINONE
EZEFER,EZETIMIBE
LACOMA,LATANOPROST
SODIUM HYALURONATE,SODIUM HYALURONATE
SCAMETRIN,PERMETHRIN
LAMOFER,TIMOLOL MALEATE
LAMOFER,LATANOPROST
BENDAMUSTINE HCL MONOHYDRATE,BENDAMUSTIN HYDROCHLORIDE MONOHYDRATE
PROXIDIL,MINOXIDIL
TOBRAMYCIN,TOBRAMYCIN
CHLOFERID,SODIUM CHLORIDE
CHLOFERID,POTASSIUM CHLORIDE
MEZINEX EXPECTORANT,GUAIFENESIN
MEZINEX EXPECTORANT,TRIPROLIDINE HYDROCHLORIDE
MEZINEX EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE
MEZINEX ANTITUSIF,TRIPROLIDINE HYDROCHLORIDE
MEZINEX ANTITUSIF,DEXTROMETHORPHAN HYDROBROMIDE
MEZINEX ANTITUSIF,PSEUDOEPHEDRINE HYDROCHLORIDE
STIROLAC,KETOROLAC TROMETAMOL
FARMASIL,TERBINAFINE HYDROCHLORIDE
FARSEMIX,DESOXIMETASONE
FARSEMIX,NEOMYCIN SULFATE
CLOMIFAR,CLOMIFENE CITRATE
LUXAMET,PROMETHAZINE HYDROCHLORIDE
FARMIPID,REBAMIPIDE
FASIDOL MAX,PARACETAMOL
LECOZINC FORTE,ZINC SULFATE MONOHYDRATE
ZOPRINAX,METHISOPRINOL
OXICOBAL,MECOBALAMIN
DENAC,SODIUM CHLORIDE
DENAC,DEXTROSE MONOHYDRATE
MERSIDRYL,DEXTROMETHORPHAN HYDROBROMIDE
MERSIDRYL,DIPHENHYDRAMINE HYDROCHLORIDE
MERSIDRYL,AMMONIUM CHLORIDE
MERSIDRYL,PHENYLEPHRINE HYDROCHLORIDE
"SICLAXIM 0,5",CEFOTAXIME SODIUM
MAXIMER 1,CEFEPIME HYDROCHLORIDE BUFFERED WITH ARGININE
MERSIDOL,PARACETAMOL
SICLAXIM 1,CEFOTAXIME SODIUM
NORSI 5,AMLODIPINE BESILATE
NORSI 10,AMLODIPINE BESILATE
ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE
KETOXI 30,KETOROLAC TROMETAMOL
SIABY,ARIPIPRAZOLE
CLAVOMET,POTASSIUM CLAVULANATE WITH MICROCRYSTALLINE CELLULOSE
GUAIFENESIN,GUAIFENESIN GRANULES 95
MEGAPEN,AMPICILLIN TRIHYDRATE
OBAT BATUK 8 DEWA,GUAIFENESIN
OBAT BATUK 8 DEWA,AMMONIUM CHLORIDE
OBAT BATUK 8 DEWA,SUCCUS LIQUIRITIAE
MESADEN,PIROXICAM
VICCILLIN-SX 750,KOMBINASI-AMPICILLIN SODIUM
VICCILLIN-SX 750,SULBACTAM SODIUM
SULBACILLIN 1.5 G FOR INJECTION,AMPICILLIN SODIUM
SULBACILLIN 1.5 G FOR INJECTION,SULBACTAM SODIUM
AMPICILLIN SODIUM/SULBACTAM SODIUM,AMPICILLIN 1000 MG
AMPICILLIN SODIUM/SULBACTAM SODIUM,SULBACTAM 500
AMPICILLIN SODIUM/SULBACTAM SODIUM,KOMBINASI-AMPICILLIN SODIUM
MEZAC-50,DICLOFENAC POTASSIUM
SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE
ASTEROL,PROCATEROL HYDROCHLORIDE HEMIHYDRATE
PROCATEROL HYDROCHLORIDE HEMIHYDRATE,PROCATEROL HYDROCHLORIDE HEMIHYDRATE
KOLSIN,COLCHICINE
PROTECID,MISOPROSTOL DISPERSION HPMC
ELOMEP,MOMETASONE FUROATE
MEPROSON,KOMBINASI-METHYLPREDNISOLONE SODIUM SUCCINATE BUFFERED 3 STERILE
MEPROCE 1000,ASCORBIC ACID
PROCOLIC,PARACETAMOL
PROCOLIC,HYOSCINE BUTYLBROMIDE
ORLIBES,KOMBINASI-ORLISTAT 50 PELLETS
PROMUCIL,ACETYLCYSTEINE
DTRIVIT 5000,CHOLECALCIFEROL
METHYLERGOMETRIN MALEATE,METHYLERGOMETRINE MALEATE
ZIRCUM KID 10,ZINC SULFATE MONOHYDRATE
DEPTRAL,SERTRALINE HYDROCHLORIDE
DONEXAN,PARACETAMOL
DONEXAN,CHLORPHENAMINE MALEATE
DONEXAN,PHENYLEPHRINE HYDROCHLORIDE
DONEXAN,DEXTROMETHORPHAN HYDROBROMIDE
OXYTOCIN,OXYTOCIN SOLUTION
ORALAX,BISACODYL
SALBUGEN 4,SALBUTAMOL SULFATE
SALBUGEN 2,SALBUTAMOL SULFATE
SALBUGEN,SALBUTAMOL SULFATE
GENCOBAL,MECOBALAMIN
GENROXI,PIROXICAM
SALBUGEN EKSPEKTORAN,SALBUTAMOL SULFATE
SALBUGEN EKSPEKTORAN,GUAIFENESIN
CINERGEN,CINNARIZINE
GENTASON-N,BETAMETHASONE VALERATE
GENTASON-N,NEOMYCIN SULFATE
BETAGEN,BETAMETHASONE DIPROPIONATE
ORADEX,DEXTROMETHORPHAN HYDROBROMIDE
ORADEX,DOXYLAMINE SUCCINATE
BETAGEN-G,BETAMETHASONE DIPROPIONATE
BETAGEN-G,GENTAMICIN SULFATE
GENCINOL-N,FLUOCINOLONE ACETONIDE
GENCINOL-N,NEOMYCIN SULFATE
FUCIGEN,FLUOCINOLONE ACETONIDE
FUCIGEN,GENTAMICIN SULFATE
DERMOGEN,CLOBETASOL PROPIONATE
VIBOOST VITAMIN D3 5000,CHOLECALCIFEROL
FLUIMUGEN,ACETYLCYSTEINE
ZOVIGEN,ACICLOVIR
AZITHROMYCIN,KOMBINASI-AZITHROMYCIN STERILE POWDER
ISOSORBIDE DINITRATE,KOMBINASI-ISOSORBIDE DINITRATE 10% WITH SODIUM CHLORIDE
PROTEROL,PROCATEROL HYDROCHLORIDE HEMIHYDRATE
VOLTADEX M,DICLOFENAC DIETHYLAMINE
DEXTOIN,PHENYTOIN SODIUM
DOMIA,DOPAMINE HYDROCHLORIDE
KEMIDEX,KETAMINE HYDROCHLORIDE
NEURODEX FORTE,THIAMINE MONONITRATE
NEURODEX FORTE,PYRIDOXINE HYDROCHLORIDE
NEURODEX FORTE,CYANOCOBALAMIN
HALODEX,HALOPERIDOL
DEKALONAT,CALCIUM GLUCONATE MONOHYDRATE
DEXAMOL,PARACETAMOL
DEMUCIN,BROMHEXINE HYDROCHLORIDE
LESOFAT,ORLISTAT
LODIXON 8,METHYLPREDNISOLONE
LOCEPIME,CEFEPIME HYDROCHLORIDE BUFFERED WITH ARGININE
LYCOPECT,AMBROXOL HYDROCHLORIDE
LODIXON 4,METHYLPREDNISOLONE
LYCIPRON,CYPROHEPTADINE HYDROCHLORIDE
STARGRIP,PARACETAMOL
STARGRIP,GUAIFENESIN
STARGRIP,CHLORPHENAMINE MALEATE
STARGRIP,PHENYLEPHRINE HYDROCHLORIDE
MEVASTIN 20,SIMVASTATIN
ETALURIC,ALLOPURINOL
ETAZOL,METRONIDAZOLE BENZOATE
FLUTADEX PE,DEXTROMETHORPHAN HYDROBROMIDE
FLUTADEX PE,PHENYLEPHRINE HYDROCHLORIDE
MUCOBROXIN,BROMHEXINE HYDROCHLORIDE
FLUTADEX PE EXTRA,CHLORPHENAMINE MALEATE
FLUTADEX PE EXTRA,DEXTROMETHORPHAN HYDROBROMIDE
FLUTADEX PE EXTRA,GUAIFENESIN
FLUTADEX PE EXTRA,PHENYLEPHRINE HYDROCHLORIDE
ZOCHOL 20,SIMVASTATIN
FASCOPAN,HYOSCINE BUTYLBROMIDE
FARMASON,BETAMETHASONE DIPROPIONATE
ASPIRA,MONTELUKAST SODIUM
TAGASAL EXPECTORANT,GUAIFENESIN
TAGASAL EXPECTORANT,SALBUTAMOL SULFATE
TAGASAL,SALBUTAMOL SULFATE
TABOS,PARACETAMOL
TABOS,CAFFEINE
TABOS SP,PARACETAMOL
TABOS SP,IBUPROFEN
TABOS EXTRA,PARACETAMOL
TABOS EXTRA,CAFFEINE
TABOS EXTRA,IBUPROFEN
ALUSID,DRIED ALUMINIUM HYDROXIDE GEL
ALUSID,MAGNESIUM HYDROXIDE
CLARITHROMYCIN,CLARITHROMYCIN
CALNIST,FLUNARIZINE DIHYDROCHLORIDE
FLUNARIZINE DIHYDROCHLORIDE,FLUNARIZINE DIHYDROCHLORIDE
ETAFLUSIN,PSEUDOEPHEDRINE HYDROCHLORIDE
ETAFLAM,DICLOFENAC POTASSIUM
BROMEDCYL PLUS,BROMHEXINE HYDROCHLORIDE
BROMEDCYL PLUS,GUAIFENESIN
PROMEDRYL,PARACETAMOL
PROMEDRYL,GUAIFENESIN
PROMEDRYL,CHLORPHENAMINE MALEATE
URSOMED,URSODEOXYCHOLIC ACID
Z-PRO 20,ZINC SULFATE MONOHYDRATE
LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE
TRIOCID,SIMETHICONE
FLUROZEN,FLUOCINOLONE ACETONIDE
FLUROZEN,GENTAMICIN SULFATE
ZENICOL,THIAMPHENICOL
ZENGESIC,PARACETAMOL
ZENGESIC,IBUPROFEN
ZEFURAL,NIFUROXAZIDE
PRODERMA N,FLUOCINOLONE ACETONIDE
PRODERMA N,NEOMYCIN SULFATE
PRODERMA,FLUOCINOLONE ACETONIDE
ZENALOG,TRIAMCINOLONE ACETONIDE
ALLERZEN,CETIRIZINE HYDROCHLORIDE
ZENTRISON 4,METHYLPREDNISOLONE
ALOZEN,ALLOPURINOL
ZECORAL,KETOCONAZOLE
DORMI PLUS,PARACETAMOL
DORMI PLUS,HYOSCINE BUTYLBROMIDE
ZENPEPSA,SUCRALFATE
BIORON FORTE,THIAMINE HYDROCHLORIDE
BIORON FORTE,PYRIDOXINE HYDROCHLORIDE
BIORON FORTE,CYANOCOBALAMIN
MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE
PEHAVIT-D3 5000 IU,CHOLECALCIFEROL
PEHAZOL,CEFAZOLIN SODIUM
OPISTERIL,THREONINE
OPISTERIL,TRYPTOPHAN
OPISTERIL,TYROSINE
OPISTERIL,HISTIDINE
OPISTERIL,ALPHA-KETO-LEUCINE CALCIUM
OPISTERIL,ALPHA-KETO-PHENYLALANINE CALCIUM
OPISTERIL,ALPHA-KETO-VALINE CALCIUM
OPISTERIL,ALPHA-HYDROXY METHIONINE CALCIUM
OPISTERIL,ALPHA-KETO-ISOLEUCIN CALCIUM
OPISTERIL,LYSINE ACETATE
VANCOPI,VANCOMYCIN HYDROCHLORIDE STERILE LYOPHILLIZED POWDER
STINOPI,PARACETAMOL
STINOPI,ACETYLCYSTEINE
HISPAMIN,HYOSCINE BUTYLBROMIDE
OXOPI,OXOMEMAZINE HYDROCHLORIDE
OXOPI,GUAIFENESIN
HISPAMIN PLUS,HYOSCINE BUTYLBROMIDE
HISPAMIN PLUS,PARACETAMOL
HIVITD3 5000,CHOLECALCIFEROL
KS - Q,HYDROQUINONE
KS - Q,TRETINOIN
KS - Q,FLUOCINOLONE ACETONIDE
CELEFA,NEOMYCIN SULFATE
CELEFA,BETAMETHASONE VALERATE
BUFADOL 650,PARACETAMOL
SCOFA,HYOSCINE BUTYLBROMIDE
SCOFA,PARACETAMOL
ELOFA,MOMETASONE FUROATE
PROGESIC,PARACETAMOL
PROGESIC,IBUPROFEN
BUFACARYL,DEXAMETHASONE SODIUM PHOSPHATE
FAMETSON,METHYLPREDNISOLONE
SUCRALZEN,SUCRALFATE
NAUSIMEX,ONDANSETRON HYDROCHLORIDE
KONIBAL,MECOBALAMIN
KONIPID 10,AMLODIPINE BESILATE
NITRASMA,THEOPHYLLINE
KONIXON,METHYLPREDNISOLONE
CARNEXID,TRANEXAMIC ACID
NAUSIMEX,ONDANSETRON HYDROCHLORIDE DIHYDRATE
LINESTI,LIDOCAINE HYDROCHLORIDE MONOHYDRATE
SUCRALTIS,KOMBINASI-SUCRALFATE SUSPENSION
SIRINOL,ALLOPURINOL
SPASCO,HYOSCINE BUTYLBROMIDE
SPASCO PLUS,PARACETAMOL
SPASCO PLUS,HYOSCINE BUTYLBROMIDE
STADIAR,LOPERAMIDE HYDROCHLORIDE
AMICLAV,AMOXICILLIN TRIHYDRATE
AMICLAV,POTASSIUM CLAVULANATE WITH SILICON DIOXIDE
DEXIMET,DESOXIMETASONE
GRAXIUM,KOMBINASI-ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED
PROSINAL FORTE,IBUPROFEN
NEOPROST,KOMBINASI-MISOPROSTOL DISPERSION HPMC
GRALIN,CITICOLINE SODIUM
RONASTIN,METRONIDAZOLE
RONASTIN,NYSTATIN
PROTASON,MOMETASONE FUROATE
ZEMINDO RASA FRAMBOISE,GUAIFENESIN
ZEMINDO RASA FRAMBOISE,OXOMEMAZINE HYDROCHLORIDE
GP-ZINC,ZINC SULFATE MONOHYDRATE
MESOL 125,METHYLPREDNISOLONE SODIUM SUCCINATE
DEVIT 5000,CHOLECALCIFEROL
MAXSLIM,KOMBINASI-ORLISTAT 50 PELLETS
GRANIS,GRANISETRON HYDROCHLORIDE
ZEMINDO FORTE,OXOMEMAZINE HYDROCHLORIDE
ZEMINDO FORTE,GUAIFENESIN
GRAMUCIL,ACETYLCYSTEINE
GP RL,SODIUM CHLORIDE
GP RL,POTASSIUM CHLORIDE
GP RL,CALCIUM CHLORIDE DIHYDRATE
GP RL,SODIUM LACTATE
AMIDEX,DEXKETOPROFEN TROMETAMOL
GP-MANNITOL,MANNITOL
GP WI,WATER FOR INJECTION
VALPROLA,SODIUM VALPROATE
KLAGENTA,GENTAMICIN SULFATE
KLABETA-G,BETAMETHASONE VALERATE
KLABETA-G,GENTAMICIN SULFATE
ELECTROMIX,SODIUM CHLORIDE
ELECTROMIX,POTASSIUM CHLORIDE
ELECTROMIX,CALCIUM CHLORIDE DIHYDRATE
ELECTROMIX,MAGNESIUM CHLORIDE HEXAHYDRATE
ELECTROMIX,SODIUM ACETATE TRIHYDRATE
ELECTROMIX,SORBITOL
NOVASTERON,NORETHISTERONE
GP KND 1B,SODIUM CHLORIDE
GP KND 1B,DEXTROSE MONOHYDRATE
GP D10,DEXTROSE MONOHYDRATE
IFIDINE,POVIDONE-IODINE
RESPIRON,SALBUTAMOL SULFATE
FIRINOL,ALLOPURINOL
IMFARMYCETIN,CHLORAMPHENICOL PALMITATE
CHLORAMPHENICOL,CHLORAMPHENICOL PALMITATE
NOSTRUM,METHYLPREDNISOLONE
FITRAZINC,ZINC SULFATE MONOHYDRATE
DEXCHLORFEN,DEXCHLORPHENIRAMINE MALEATE
DEXCHLORFEN,DEXAMETHASONE
OPTIFLU,PHENYLEPHRINE HYDROCHLORIDE
OPTIFLU,CHLORPHENAMINE MALEATE
OPTIFLU JUNIOR,PARACETAMOL
OPTIFLU JUNIOR,CHLORPHENAMINE MALEATE
OPTIFLU JUNIOR,GUAIFENESIN
AUXIFEN,IBUPROFEN
AUXIFEN,PARACETAMOL
OPTIFLU,PARACETAMOL
OPTIFLU,DEXTROMETHORPHAN HYDROBROMIDE
NOZIA,DOMPERIDONE
